location	longitude	latitude
 West Palm Beach, FL	-80.0533746	26.7153425
 Kapa'a, HI	-159.320748	22.074286
 Meztitla (Mexico),	-99.084755	18.9861729
 Broward County (I-75 westbound), FL	-80.4623642	26.1598074

 Siedlce (Poland),	22.2765138	52.1663751
 Lemon Grove, CA	-117.0314172	32.7425516
 Walpole, NH	-72.425995	43.079922
 Madison, OH	-83.3937233	39.8868227
 Palm Beach, FL	-80.4494174	26.6279798
 Delta (Canada), BC	-83.0337764	46.203066
 Two Rivers, WI	-87.5692479	44.1538845
 Toronto (Canada), ON	-79.3393922243	43.847566
 Venice, CA	-112.147222	54.698056
 Chandler, AZ	-111.8408489	33.3067132
 Running  Springs, CA	-117.124877612	34.2124412

 Rockford, IL	-89.093966	42.2713945
 Houston, TX	-95.3676974	29.7589382
 Thornton, CO	-104.905461107	39.9174732
 Lake Macquarie (NSW, Australia),	151.529836026	-33.03705895
 Batesville, AR	-91.6409722	35.769799
 Vancouver, WA	-122.6744557	45.6306954

 Grenfell (Australia),	148.160764	-33.8967902
 Capitola, CA	-121.9540577	36.9762927
 Bono, AR	-59.441305	-34.6647167
 Slough (UK/England),	-0.5940682	51.5111014
 Prineville, OR	-120.834884	44.2998229
 White Bear Lake, MN	-93.0069304	45.0838098
 Fort Smith, AR	-94.4248983	35.3872218
 St. Maries, ID	-116.5626675	47.3143542
 Whitehouse Station, NJ	-74.7704409	40.61538
 Panama City Beach, FL	-85.8054879	30.1765914
 Mission, KS	-94.6557914	39.0277832
 Seattle, WA	-122.3300624	47.6038321
 Pasadena, CA	-57.5986531	49.0139234

 Atlanta (Dunwoody), GA	-84.3401122	33.967424
 Powell, OK	-96.8625041	33.9551002
 Bancroft (Rural area near), WI	-89.5137302	44.3096935
 Harwich (UK/England),	1.2898522	51.9445801
 Kennewick, WA	-119.1204003	46.2089739
 Port Perry (Canada), ON	-78.947754	44.101147
 Sherwood, OR	-122.840357	45.3570983
 Prospect Park, PA	-75.3082426	39.8878904
 Concord, CA	-62.7905136	45.452798
 Norwalk, CA	-118.0849169	33.9092802

 Fostoria, OH	-83.4168702	41.156998
 Barranquitas (Puerto Rico), PR	-66.315186	18.236061
 Puyallup, WA	-122.2921406	47.1849009
 Yuma, AZ	-114.624397	32.7253249
 Grapevine, TX	-97.0780654	32.9342919
 Philadelphia, PA	-75.1635899	39.9523993
 Graham, WA	-122.2785729	47.0395996
 SAINT LOUIS, MO	2.6596918	48.541544
 Monticello, NY	-74.6893282	41.6556465
 Melbourne (Oakleigh) (VIC, Australia),	145.108549362	-37.91283995
 Woodland, CA	-82.3881944	43.0001747
 Walpole, NH	-72.425995	43.079922
 Playa del Rey, CA	-118.4367496	33.9550828
 Seldon, NY	-74.631344	41.737861
 Surrey (Canada), BC	-2.3772846	36.8392529
 Brush, CO	-103.6234736	40.2584914
 San Juan Island (100 miles North of Seattle), WA	-123.090720425	48.537089
 Lake Havasu City, AZ	-114.344001	34.4742786
 Holy Cross Wilderness Area (Near), CO	-106.506805067	39.43318635
 Springbrook, WI	-91.6882312	45.9485594
 Holyoke, MA	-72.6155062	42.2045965
 Concord, CA	-62.7905136	45.452798

 London (Canada), ON	-81.2320021	42.9604373
 Montauk, NY	-71.9545146	41.0359353
 Gilbert, AZ	-111.7890239	33.3528259
 Lawai, HI	-159.507751	21.925848
 Phoenix, AZ	-112.0773456	33.4485866
 Rockford, IL	-89.093966	42.2713945
 Perth (Western Australia),	115.8604796	-31.9527121
 Beaver, OH	-82.8243382	39.0306272
 West Allenhurst, NJ	-74.0118041	40.2384458
 Baytown, TX	-94.9774274	29.7355047
 Dillon, CO	-106.041094153	39.6225432
 Pueblo, CO	-104.609141	38.2544472
 Belton, TX	-97.464453	31.0560132
 Lacey, WA	-122.8072257	47.0263876
 Bloomingdale, IL	-88.0809036	41.9575285
 Glendale Hts., IL	-88.0717353	41.9103068
 Restoule (Canada), ON	-79.719388	46.0266765
 Bouse, AZ	-114.029403166	33.9352235
 Fortuna, CA	-124.156034	40.597407
 Columbia, KY	-85.3063504	37.102841
 Canterbury, NH	-71.565628	43.337165
 Colorado Springs, CO	-104.8253485	38.8339578
 Avondale, AZ	-112.3405021	33.4359175
 Puyallup, WA	-122.2921406	47.1849009
 Liverpool (UK/England),	-2.9833532	53.4131792
 Cabot, AR	-58.7261257	-34.4336606
 Minneapolis, MN	-93.2654692	44.9772995
 Pandamaran, Port Klang (Malaysia),	101.40954	2.9961698
 Huntington, NY	-73.425676	40.868154
 Middlesbrough (UK/England) ??,	-1.2344047	54.5760419
 Pontotoc, MS	-89.0382651	34.2114655
 Nelson, NE	-98.06782	40.201677
 Zion Grove, PA	-76.2085485	40.9025867
 Hamilton (New Zealand),	175.2813186	-37.7876214
 Washougal, WA	-122.3479921	45.5819594
 Springfield, MO	-93.2920373	37.2166779
 Kansas City, KS	-94.7495246	39.1146799
 Melbourne (VIC, Australia),	144.9631608	-37.8142176
 Wrangell, AK	-132.3766667	56.4708333
 Manchester (UK/England),	-2.24922263345	53.38360005
 Chiloquin, OR	-121.866126	42.577636
 Ventura, CA	-110.857334551	53.3479495
 Lisbon Falls, ME	-70.0606084	43.9961886
 Corpus Christi, TX	-97.3955744	27.8002542
 Colorado Springs, CO	-104.8253485	38.8339578
 Virginia Beach, VA	-76.0509251226	36.7953025
 Kearny, AZ	-110.9106656	33.0570085
 Hyde Park, NY	-73.9332461	41.7847232
 Hagerstown, MD	-77.7202641	39.6419219
 Los Angeles, CA	-118.244476	34.054935
 Boise, ID	-116.200835	43.61656
 Mt. Pleasant/Texarkana (Between,  on I30), TX	-93.9812963	33.3770707
 , VT	11.9450678298	42.49368885
 Milwaukee, WI	-87.922497	43.0349931
 Wauconda, WA	-119.0136516	48.7257163
 Schenectady, NY	-73.9395687	42.8142432

 Toronto (Canada), ON	-79.3393922243	43.847566
 Haines City, FL	-81.6311976001	28.1124785
 Tuktoyaktuk (Canada), NT	-133.0319049	69.4440189
 Rockford, IL	-89.093966	42.2713945
 Alacanti (Spain),	-0.505438532303	38.4628569

 Kansas City, MO	-94.5408358	38.6843072
 Canton, PA	2.33368	48.8533815
 Lexington, KY	-84.4970393	38.0464066
 Woodland Park, CO	-105.0570457	38.9938016
 Belleville, WI	-89.5333388	42.8595048
 Wakefield (UK/England),	-1.5000466	53.6825669
 Poteau, OK	-94.6235579	35.0537094
 Carlisle,	-2.9362311	54.8948478
 Westminster, CO	-105.0372046	39.8366528
 Sandy, UT	-111.833449632	40.572851


 Kansas City (suburb of), MO	-94.5408358	38.6843072
 Irvington, AL	-88.2338925	30.5068623
 Laurens, SC	-81.9944042	34.4646451
 Gainesville, FL	-82.3249961	29.6519396
 Oakton, VA	-77.3006469	38.881385
 Rockford, IL	-89.093966	42.2713945
 Forks, WA	-124.386165	47.950222
 El Dorado, CA	-123.675082	49.471433
 Sequim, WA	-123.1096706	48.0849312
 Medina, OH	-81.8637474	41.1383878
 London (UK/England),	-0.113476774885	51.51419575
 Cotton, MN	-92.4763	47.16938
 Moravian Falls, NC	-81.1823072	36.0967982
 Springfield, OR	-123.0220289	44.0462362
 Denver, CO	-104.9847034	39.7391536
 Elkton, MD	-75.8332718	39.6067789
 Elk City, OK	-99.4042592	35.4119944
 Seattle, WA	-122.3300624	47.6038321
 Oceanside, CA	-117.3794834	33.1958696
 Clinton, UT	-112.0505108	41.1396708
 Toronto (Canada), ON	-79.3393922243	43.847566
 Duvall, WA	-121.9856782	47.7423219
 Eureka, CA	-85.9373384358	79.98855485
 London (UK/England),	-0.113476774885	51.51419575
 Flagstaff, AZ	-111.6514259	35.199458
 South Egremont, MA	-73.4114744	42.1607598
 Beograd (Yugoslavia),	20.4568974	44.8178131
 Anderson, SC	-82.6506264	34.5068601
 Surrey (Canada), BC	-2.3772846	36.8392529
 Red Wing, MN	-92.5338013	44.5624676
 Becket, MA	-73.0828803	42.3320317
 Chatham, VA	-79.3980806	36.8256943
 Wilkesboro, NC	-81.1606401	36.145965
 Raleigh, NC	-78.6390989	35.7803977
 Anderson/Redding, CA	-122.263296	40.4214179
 Elmira (Canada), ON	-80.5597481	43.5968486
 Isle of Wight (UK/England),	-1.33271111332	50.6710482
 San Jose, CA	-121.9031599	37.3297085
 Winnipeg (Canada), MB	-97.134289177	49.8889845
 Greencastle (west of), IN	-86.8647316	39.6444898
 New Zealand,	172.8344077	-41.5000831
 Wichita, KS	-97.3375448	37.6922361
 Blairstown, MO	-93.960774	38.5558482
 Carroll, IA	-94.860335	42.0193628
 Frazer, PA	-75.5560376	40.0323293
 Las Vegas, NV	-115.149225	36.1662859
 Barnaul (Russia),	83.778412	53.347378
 Fort Lauderdale, FL	-80.1433786	26.1223084
 Bakersfield, CA	-119.0194639	35.3738712
 Saukville, WI	-87.9406454	43.3816691
 New York, NY	-73.9866136	40.7306458
 Aurora, OR	-122.7550359	45.2310497
 Austin, TX	-97.7436995	30.2711286
 Kanab, UT	-112.5267951	37.0481724
 Rockford, IL	-89.093966	42.2713945
 Hamden, CT	-72.8968716	41.3959287
 Atlanta, GA	-84.3901849	33.7490987
 Mt. Charleston, NV	-115.6953964	36.271468
 Falls Church, VA	-77.1710914	38.882334
 Browns Mills, NJ	-74.5829331	39.9726147
 Orangevale, CA	-121.218399031	38.6840715
 Trail (Canada), BC	-130.3224826	54.3156437
 Gilbert, AZ	-111.7890239	33.3528259
 Santa Fe, NM	-105.9377997	35.6869996
 Howard, CO	-105.8352853	38.4486084
 Amity, OR	-123.2055827	45.1180619
 Norfolk, VA	-76.2481624	36.8889933
 Phoenix, AZ	-112.0773456	33.4485866
 Mira Loma, CA	-117.515351136	33.98208635
 Woodland Hills, CA	-123.6264973	48.8265445

 Rogue River, OR	-122.7065585	42.6567686
 Brisbane (QLD, Australia),	153.0234991	-27.4689682
 Rochester, NY	-77.615214	43.157285
 Chattanooga, TN	-85.3096801	35.0456297
 Sun City, AZ	-112.2819337	33.6290111
 Austin, TX	-97.7436995	30.2711286
 Olathe, KS	-94.8161127	38.8843867
 Massillon, OH	-81.5215093	40.7967244
 Rockford, IL	-89.093966	42.2713945
 Riverside, CA	-122.2971512	49.122193
 Sedalia, MO	-93.2282613	38.7044609
 Colorado Springs, CO	-104.8253485	38.8339578
 Emporia, VA	-77.5357141	36.6937606
 Rockford, IL	-89.093966	42.2713945
 Knott - End. Fleetwood (UK/England),	-2.9940403	53.9282116
 River Pines, CA	-120.7440998	38.5462958
 Rio Oso, CA	-121.544405	38.9610064
 Savannah, GA	-81.0998342	32.0835407
 Goshen, IN	-85.834366	41.5824086
 Redding, CT	-73.3834532	41.3025956
 Tucson, AZ	-110.9262353	32.2218917
 Yorkshire (UK/England),	-1.16647166089	53.9318994
 Granite Falls, WA	-121.9695664	48.0816464
 Leon, KS	-96.7822508	37.6902964
 Lawrenceville, NJ	-74.7296049	40.2973299

 Spartanburg, SC	-81.9320157	34.9498007
 LAS VEGAS, NV	-115.149225	36.1662859
 Lee Park, PA	-75.9146419	41.2311929
 Orlando, FL	-81.3794368	28.5423999
 Ansbach (Germany), .	10.5722288	49.3028611
 Calabash, NC	-78.5683446	33.8907278
 Pontotoc, MS	-89.0382651	34.2114655
 Chicago, IL	-87.6244212	41.8755546
 Houston, TX	-95.3676974	29.7589382
 Palo, IA	-91.7966349	42.0655932
 Bristol, TN	-82.1885212	36.5945034
 Nottingham (UK/England),	-1.1492773	52.9534161
 Seattle, WA	-122.3300624	47.6038321
 Lebanon, OH	-84.2029922	39.4353373
 Granite Falls, WA	-121.9695664	48.0816464
 Todmorden (UK/England),	-2.097753	53.7137251
 Cambridge (Canada), ON	-80.310402	43.385339

 Union/Pullman/Whitman county, WA	-117.162610947	46.7311056
 Florence, OR	-124.099839	43.982672
 Fort Nelson (Canada), BC	-122.6939592	58.8062848
 Redmond, WA	-122.1238767	47.6694141
 Bouse, AZ	-114.029403166	33.9352235
 Duvall, WA	-121.9856782	47.7423219
 Burnaby (Canada), BC	-123.013810782	49.25409635
 Akron, OH	-81.518485	41.083064
 China, TX	-94.3357433	30.047992
 Corvallis, OR	-123.2620435	44.5645659
 Eugene, OR	-123.0950506	44.0505054
 Princeton, WI	-89.1217828	43.8508134
 Benton, AR	-92.586828	34.5645372
 Chardon, OH	-81.20334	41.582466
 Phoenix, AZ	-112.0773456	33.4485866

 Grand Rapids, MI	-85.6678639	42.9632405
 Medford, OR	-122.8718605	42.3264181
 Barnaul (Russia),	83.778412	53.347378
 Sidney, OH	-84.1554987	40.2842164
 Thief River Falls, MN	-96.1770667	48.1172301
 Amsterdam, MO	-99.1701503	19.4143177
 Newtown, CT	-73.3086445	41.4134764
 Sandpoint, ID	-116.5532476	48.2765903
 Phoenix, AZ	-112.0773456	33.4485866
 Pine Haven, WY	-104.810526	44.35776
 Fort Qu'Appelle (Canada), SA	-103.7992729	50.76192765
 Old Hickory, TN	-86.6477741	36.2597753
 Monroe, CT	-73.2073358	41.3325962
 Winchester, TN	-86.1118359	35.1859901
 Surprise, AZ	-112.3680189	33.6292271
 Bolton (UK/England),	-1.9523472	54.0811451
 Belleville, WI	-89.5333388	42.8595048
 Pittsburgh, PA	-79.9900861	40.4416941
 New Smyrna Beach, FL	-80.9269984	29.0258191
 Tell City, IN	-86.7677663	37.9514447
 San Luis Obispo, CA	-120.6596156	35.2827525
 Forestville, CA	-69.088211	48.739437
 San Jose Del Cabo (Mexico),	-116.8976711	32.5045896
 West Chester, PA	-75.6059638	39.9597213

 Londonderry, NH	-71.3739532	42.8650869
 Machesney Park, IL	-89.0389956	42.3472406
 Clingman's Dome (Great Smoky Mountains National Park), TN	-83.4986269	35.5630172
 Gilbert, AZ	-111.7890239	33.3528259
 Mesa, AZ	-114.0824451	34.2700153
 Albuquerque, NM	-106.6509851	35.0841034
 Jerome, ID	-114.2867043	42.702266
 Huddersfield (UK/England),	-1.7822482	53.6466645
 Chatham, VA	-79.3980806	36.8256943
 Burbank, CA	-118.3258554	34.1816482
 Tate, GA	-84.3827016	34.4184253
 Nashville, IN	-86.2511011	39.2072708
 Durham, NC	-78.9018115	35.9966551
 Red Oak, IA	-95.228247	41.0095189
 Hooper (near), NE	-96.5476772	41.6106275
 St. Andrews (Canada), ON	-74.7969977	45.0961412
 Prineville (30 miles east of), OR	-120.834884	44.2998229
 Beaumont/Moreno Valley, CA	-117.0954881	33.9392432
 Perry, FL	-83.5818147	30.1174351
 Wisconsin Dells, WI	-89.7715646	43.6256168
 Manchester (UK/England),	-2.24922263345	53.38360005
 Brawley, CA	-115.530267	32.9786566
 Rogue River, OR	-122.7065585	42.6567686
 Toledo, OH	-83.5127283	41.6786754
 Stafford (UK/England),	-2.1163818	52.8063157
 Port Penn, DE	-75.5765926	39.5167789
 Minden, LA	8.9168852	52.2881045
 Ironton, OH	-82.6829406	38.5367471
 Brasilia (Brazil),	-53.2	-10.3333333
 Portland, OR	-122.6741949	45.5202471
 New Albany, IN	-85.8241312	38.2856247
 Raliegh, NC	-75.722373	36.022844
 Deland, FL	-81.3031098	29.0283213
 Granite City, IL	-90.1487199	38.7014389
 Cutchogue, NY	-72.4850859	41.0106563
 South Bay, FL	-80.7161701	26.6639559
 Tolland, CT	-72.3562252	41.818446
 Murdock/Port Charlotte, FL	-82.1462014	27.0128361
 Billericay (UK/England),	0.4198562	51.6289575
 Capulin Mountain, NM	-103.9680256	36.7839136
 Henryetta (Turky Pin Hollow), OK	-95.9819194	35.4399264
 Seattle, WA	-122.3300624	47.6038321
 Richmond, VA	-77.43428	37.5385087
 Colorado Springs, CO	-104.8253485	38.8339578
 Beaverton, OR	-122.8037804	45.4871723
 Wyandotte, MI	-83.1510164	42.2006617
 Hudson's Hope (Canada), BC	-121.914047	56.0259608
 Phoenix, AZ	-112.0773456	33.4485866
 Woodinville, WA	-122.1588902	47.7545827
 Salisbury, NC	24.776729	-28.7464779
 Saluda, SC	-81.7030757	34.0128512
 Camano Island, WA	-122.49502682	48.1625483
 Friday Harbor, WA	-123.0171242	48.5342662
 North Canton, OH	-81.4023356	40.875891
 Allendale, MI	-85.9536535	42.9722455
 Orland Park, IL	-87.8539425	41.6303103
 Modesto, CA	-120.9968782	37.6390972
 Dallas, TX	-96.7968559	32.7762719
 Vancouver (Canada), BC	-100.2877992	25.770135
 Dearborn, MI	-83.1763145	42.3222599
 Levittown, PA	-74.8322796129	40.1573365
 Alliance, OH	-81.1059309	40.9153362
 Lilburn, GA	-84.1429719	33.8901036
 Utuado (Puerto Rico), PR	-66.721436	18.242034
 Toronto (Canada), ON	-79.3393922243	43.847566
 Greer, AZ	-110.165224	34.9117847
 Branford, CT	-72.8150989	41.2795414
 Fleetwood (UK/England),	-3.0076372	53.9246318
 Georgetown, Penang (Malaysia),	100.3303604	5.4166322
 Austin, TX	-97.7436995	30.2711286
 La Pine, OR	-121.503636	43.6703995
 Roanoke, VA	-79.9602096796	37.274532
 Granite Falls, WA	-121.9695664	48.0816464

 Rockford, IL	-89.093966	42.2713945
 Chandler, AZ	-111.8408489	33.3067132
 Palestine, TX	-95.6307891	31.7621153
 Darby, MT	-114.178093	46.022659
 Cabazon, CA	-116.779534451	33.9090305
 Idaho Falls, ID	-112.0400919	43.4935245
 Ybor, FL	-82.4411596	27.9600475
 New Orleans, LA	4.48745086188	51.90491615
 San Francisco, CA	-71.2743272	46.8443248
 Salt Lake City, UT	-111.8904308	40.7670126
 Hull (UK/England),	-0.3394758	53.7435722
 Joshua Tree National Park, CA	-115.951115585	33.89706715
 Newington, CT	-72.7237063	41.6978777
 Augusta, KS	-96.9707179	37.6913769

 Detroit, MI	-83.0567375	42.3486635
 Naples, FL	-81.7948103	26.1420358
 Baden, PA	-80.2281159	40.6350668
 Whaley Bridge (UK/England),	-1.9834471	53.3300532
 Breinigsville, PA	-75.6312997	40.5367627
 Columbus, OH	-83.0007065	39.9622601
 Landaff, NH	-71.8756260541	44.16350725
 Mexborough/South Yorkshire (UK/England),	-1.2836514	53.4938865
 STURGIS, MI	-85.4191482	41.799217
 Winterset, IA	-94.0143859	41.3345799
 Sarasota, FL	-82.5306527	27.3364347
 Sandy (UK/England),	-0.2931657	52.1295713
 Roger's Mesa (NW of Hotchkiss), CO	-107.7931159	38.7791509
 Valencia, CA	-79.4475365067	43.78781975
 Evansville, IN	-87.5558483	37.9747645
 Hobbs, NM	-103.1360403	32.7026116
 Greenville, SC	-82.3984882	34.851354
 Memphis, TN	-90.0516285	35.1490215
 Edgewood, WA	-91.4007896	42.6449174
 Greensboro, NC	-79.7919754	36.0726355

 Fayetteville, AR	-94.1574328	36.0625843
 Albuquerque, NM	-106.6509851	35.0841034
 Thunder Bay (Canada), ON	-89.259796	48.406414

 Whittier, CA	-118.0336975	33.9748932
 Long Island, NY	-73.0992277431	40.8517821
 Belleville, WI	-89.5333388	42.8595048
 Wagontire, OR	-119.8767517	43.2500294
 Bladen, NE	-98.594788	40.322236
 Crescent City, CA	-124.149861983	41.8528065
 Albany, NY	-73.754968	42.6511674
 North Windham, ME	-70.4383871	43.8342433
 Green Ridge, MO	-53.0668691	48.6460226
 Rockville, VA	-77.6783239	37.7259779
 Albion, IN	-85.4244241	41.3956043
 Austin, TX	-97.7436995	30.2711286
 Exeter, CA	-81.4798184	43.3436295
 North Adams, MA	-73.1087148	42.700915
 Wheaton, MD	-77.0552555	39.0398314
 Seattle, WA	-122.3300624	47.6038321
 Newquay, Cornwall (UK/England),	-5.077007	50.4124418
 Bullhead City, AZ	-114.5682983	35.1477774
 Ninety Six, SC	-82.024007	34.1751267
 Keizer, OR	-123.0197173	44.9958075
 Rogue River, OR	-122.7065585	42.6567686
 Three Rivers (Canada) ??,	-53.2041688	47.2243277
 Toutle River (Mt Rainier), WA	-122.8198493	46.3406643
 Norwich, CT	-72.0759105	41.5242649
 Ahmedabad (India), .	72.5797068	23.0216238
 New York City, NY	-73.9866136	40.7306458
 Reading (UK/England),	-0.9713074	51.4583676
 Wadsworth, OH	-81.7298519	41.0256101
 Pompano Beach, FL	-80.1247667	26.2378597
 Chandler, AZ	-111.8408489	33.3067132
 Salem, NH	-71.2008933	42.7884226
 Moses Lake, WA	-119.2780771	47.1301417
 Bluff, UT	-109.5529121	37.28401
 Aliso Viejo, CA	-117.7258122	33.5761376
 Brownsville, TX	-97.4890856	25.9140256
 Gillette, WY	-105.501876	44.290635
 Vancouver, WA	-122.6744557	45.6306954
 Cincinnati, OH	-84.5124602	39.1014537
 Houston, TX	-95.3676974	29.7589382
 Kettleman City, CA	-119.962676961	36.008937
 Whittier, CA	-118.0336975	33.9748932
 Grand Ronde, OR	-123.6092771	45.060113
 Nitshill (UK/Scotland),	-4.3599712	55.8140418
 Los Angeles, CA	-118.244476	34.054935
 Bath, PA	-75.3934911	40.726519
 Dekalb, IL	-88.7503647	41.9294736
 Cayuga, IN	-88.5836716	40.9411437
 Halifax (UK/England),	114.2239516	22.3083163
 Chilhowie, VA	-81.6823411	36.7984482

 Simi Valley, CA	-118.781482	34.2694474
 Rockford, IL	-89.093966	42.2713945
 Duryea, PA	-75.7564267	41.347817

 Kingston Springs, TN	-87.1150054	36.1020038
 Wayne, MI	-83.2844172	42.2682408
 , IN	78.6677428	22.3511148
 Friendswood, TX	-95.2010447	29.5293998
 Las Vegas, NV	-115.149225	36.1662859
 Kingsford, MI	-88.072071	45.794956
 Ketchum, ID	-114.363662	43.680741
 Kelso, WA	-122.9060318	46.1420334
 Fort Erie (Canada), ON	-78.9561331	42.9211897
 Block Island, RI	-71.5678845479	41.18945365
 Belleville, WI	-89.5333388	42.8595048
 Macon, GA	-83.6324022	32.8406946
 Long Beach, MS	-89.1528176	30.3504751
 Bakersfield, CA	-119.0194639	35.3738712
 Saginaw, MI	-83.9490365	43.4200387
 Green Bay, WI	-88.0125794	44.5126379
 Belfry, KY	-82.2690294	37.6203804
 Owensboro, KY	-87.1133304	37.7742152
 Machesney Park, IL	-89.0389956	42.3472406
 Grand Prairie, TX	-97.0284662418	32.657368
 Bermuda,	-64.7603583	32.3018217
 Rialto, CA	-117.3703235	34.1064001
 Dublin, CA	-81.2911804	43.4984009
 Wrangell, AK	-132.3766667	56.4708333
 Arlington (3-4 miles East of), WA	-122.1389548	48.1810957
 Oradell, NJ	-74.0368064	40.9587093
 unknown, TX	-97.0326209346	33.379727
 Camden, NJ	-75.1198911	39.9448402
 New Carlisle, IN	-65.3286225	48.0094745
 Beaverton, OR	-122.8037804	45.4871723
 San Diego, CA	-117.1627714	32.7174209
 Callahan, FL	-81.8306621	30.5621807
 Wexford Town (Republic of Ireland),	-6.46376108537	52.3391133
 Solomon, KS	-97.371137	38.9194442
 New Port Richey, FL	-82.7170238901	28.247132
 Donora, PA	-79.8575467	40.1734049
 Cleveland, OH	-81.6934446	41.5051613
 Rockford, IL	-89.093966	42.2713945
 Henderson (Las Vegas), NV	-115.142911	36.196716
 Forestville, CA	-69.088211	48.739437
 Filion, MI	-83.0035566	43.8955701
 Pinebergen, AR	-91.9923612	34.1028768
 Raleigh, NC	-78.6390989	35.7803977

 Bayonne, NJ	-74.1143091	40.6687141
 Philadelphia, PA	-75.1635899	39.9523993
 Antioch, CA	-121.805789	38.0049214
 Wolfeboro, NH	-71.207886	43.58437
 Houston, TX	-95.3676974	29.7589382
 Rockford, IL	-89.093966	42.2713945
 Hazlet, NJ	-74.1909769	40.4156635
 Akron, OH	-81.518485	41.083064
 Aberdeen (UK/Scotland),	-2.0926781	57.1482281
 Kettering, OH	-84.1688274	39.6895036
 Granite Falls, WA	-121.9695664	48.0816464
 Hopewell, VA	-79.4639158	36.7468036
 Welland (Canada), ON	-79.250565	42.993097
 Cambridge (UK/England),	0.13555555036	52.17686565
 Alberta (rural) (Canada), AB	-114.0246163	51.1322606
 Wheaton, IL	-88.1101709	41.8646959
 Fort Alexander (Canada), MB	-96.3088654	50.6151626
 Apache Junction (east of), AZ	-111.5495439	33.4150484
 Huntington, WV	-82.445154	38.4192496
 Clover, VA	8.828029	45.817344
 Fleetwood (UK/England),	-3.0076372	53.9246318
 Andover, MA	-71.1408776	42.65717
 Portland, OR	-122.6741949	45.5202471
 Stone Ridge, NY	-74.1390329	41.8531485
 Marlborough, CT	-72.459808	41.631488
 Vancouver, WA	-122.6744557	45.6306954
 Las Vegas, NV	-115.149225	36.1662859
 Glasgow (UK/Scotland),	-4.2435817	55.856656
 Von Ormy, TX	-98.6482144	29.286868
 Paris (Antony) (France),	2.2899509	48.8046601
 Seattle, WA	-122.3300624	47.6038321
 Coronado, CA	-113.2979008	53.886363
 Mumbai (India),	72.8882172	19.1334321
 Chandler, AZ	-111.8408489	33.3067132
